Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet,processed_tweets
7480,3,0,3,0,1,@weGIANTS Yeah I'm trying to. Ain't recorded in about a month. Been spiraling downward Mayne. An empty son of a bitch folk,yeah try ai record month spiral downward mayne empty son bitch folk
7482,3,0,2,1,1,@wednesdaydreams I wanted to see that but I like trash sometimes lol,want see like trash sometimes lol
7483,3,0,3,0,1,@wellheeledking I still think he is a pussy haha,still think pussy haha
7484,3,0,3,0,1,@wellheeledking bird shit aint no joke,bird shit be not joke
7485,3,0,3,0,1,@wellheeledking old raglyscrag. me and that bitch been places.,old raglyscrag bitch place
7486,3,0,3,0,1,"@whatupag at least it's not antville, because thats for cunts.",least antville cunt
7487,3,0,3,0,1,@whatupag we've used the word cunt almost 3 times. Its beautiful.,use word cunt almost time beautiful
7488,3,2,1,0,0,@white_thunduh my bitch dont want your ugly ass gtfo ol peyton manning lookin ass,bitch not want ugly ass gtfo ol peyton manning lookin ass
7489,3,1,2,0,1,@white_thunduh stfu you dont get any pussy fuck boy,stfu not get pussy fuck boy
7490,3,1,2,0,1,"@whiteangelss84 @fields_devante bitch stfu u livin off our tax money too, we pay shit just like u so don't get that white power shit to head",bitch stfu u livin tax money pay shit like u get white power shit head
7491,3,1,2,0,1,@whiteangelss84 @fields_devante mmm where the fuck is that at honkey? U need to wake up and realize its 2013 and get off of the skin,mmm fuck honkey u need wake realize get skin
7492,3,3,0,0,0,@whiteangelss84 y dont u end us monkeys then? U hate us because were better than crackers &amp; I love it. Deep down u know weve done nothin 2 u,not u end us monkey u hate we well cracker love deep u know do nothin u
7493,3,0,1,2,2,@whits_20 @AjalaPilgrim Yankee? &#128530;,yankee
7494,3,1,0,2,2,"@whits_20 Good read -&gt; RT @WIRED: Why your cat thinks you're a huge, unpredictable ape http://t.co/nzA3zUwugp http://t.co/P8F8Gmkufy",good read cat think huge unpredictable ape
7495,3,0,3,0,1,@whizkhidK @RubyFakhoury @amberadamzzz forget that bitch and come get some of this white chocolate,forget bitch come get white chocolate
7496,3,1,2,0,1,@who__CHRISJONES @WhyYouSoShort bitch nigga come over here I'm on knodell vandyke n french rd fuck boy den talk dat shit,bitch nigga come knodell vandyke n french rd fuck boy den talk dat shit
7497,3,2,1,0,0,@who__CHRISJONES @WhyYouSoShort who is dis crack ass cracker,dis crack ass cracker
7498,3,1,2,0,1,@who__CHRISJONES @WhyYouSoShort who tf is chrisis jones. A nigga botta get his ass beat clearly bitch nigga u see real niggas conversatin,tf chrisis jones nigga botta get ass beat clearly bitch nigga u see real niggas conversatin
7499,3,1,2,0,1,@whoelsebutkey you just a dark ie my nig.. It's ok..,dark ie nig ok
7500,3,3,0,0,0,@whoswilly white boy talmbout Ight I'll see you tomorrow at school nigger,white boy talmbout ight see tomorrow school nigger
7501,3,0,1,2,2,@wienerherzog Perfect stock photography for an article about not letting a leprechaun-looking handyman get into your liquor cabinet,perfect stock photography article let leprechaun look handyman get liquor cabinet
7502,3,0,3,0,1,@wild_luke_wild_ yeah wtf you aren't a pussy.,yeah wtf pussy
7503,3,0,3,0,1,@wiz_khaliefer97 @brandonescaler keep these hoes on yet toes ! Don't tell them nothing &#128514;,keep hoe yet toe tell nothing
7504,3,0,3,0,1,@woahrach thanks bitch,thank bitch
7505,3,0,3,0,1,@wodaeeex3 @aaliyahh_lovee yu betta watch cho mouf bout dat one dea hoe,yu betta watch cho mouf bout dat one dea hoe
7506,3,0,3,0,1,@wodaeeex3 @keonamoore nun of ya bidness bitch,nun ya bidness bitch
7507,3,1,2,0,1,@wodaeeex3 @myOWNfriend_x3 Shantrell bitch we ainn talkn to you C yo ugly way out,shantrell bitch ainn talkn c yo ugly way
7508,3,1,2,0,1,@wodaeeex3 Exactly dem gold diggin hoes came out da woods on my ass,exactly dem gold diggin hoe come da wood ass
7509,3,1,2,0,1,@wodaeeex3 Heyy hoe &#128075;,heyy hoe
7510,3,0,3,0,1,@wodaeeex3 bitch i ainn hiden i go str8 to class my teacher lame af,bitch ainn hiden go class teacher lame af
7511,3,0,3,0,1,@wodaeeex3 bitch i juss askd yu uh question yo ole choppa bullet head ahh,bitch juss askd yu uh question yo ole choppa bullet head ahh
7512,3,0,3,0,1,@wodaeeex3 dat was befo da fact hoe shut yo ass up &#128581;,dat befo da fact hoe shut yo ass
7513,3,0,3,0,1,@wodaeeex3 dumb ass hoe,dumb ass hoe
7514,3,0,3,0,1,@wodaeeex3 hoe yu came at me first tf,hoe yu come first tf
7515,3,0,0,3,2,@wodaeeex3 it didnt open das y i asked cus i thought yu ate wat i had Pork chops yellow rice n beans,not open das ask cus think yu eat wat pork chop yellow rice n bean
7516,3,0,3,0,1,@wodaeeex3 lol Duhh but ima get my neck tomorrow so dont be mad hoe,lol duhh get neck tomorrow not mad hoe
7517,3,0,3,0,1,@wodaeeex3 yeah right hoe,yeah right hoe
7518,3,1,2,0,1,@wojtata @denytheprophecy gabby called her yesterday and we call her a bitch and then cried.,gabby call yesterday call bitch cry
7519,3,1,2,0,1,@woohdakidd_74 &#128514;&#128514;&#128514; dat shit crazy a nicca use to wear dat shit fr,dat shit crazy nicca use wear dat shit fr
7520,3,1,2,0,1,@woohdakidd_74 already kno nicca,already kno nicca
7521,3,0,2,1,1,@woohdakidd_74 lol da nicca was str8 n Friday wit out it but dude str8 Uncle Tom nicca now,lol da nicca n friday wit dude uncle tom nicca
7522,3,0,3,0,1,@woohdakidd_74 lol la bitch happy bout Beatin our bench players,lol la bitch happy bout beatin bench player
7523,3,1,2,0,1,@woohdakidd_74 lol mane shut dat bitch shit up youn fucc wit me,lol mane shut dat bitch shit youn fucc wit
7525,3,0,3,0,1,@wordscience start telling all bitches how to live their lives. Can we get advice from gwenyth?,start tell bitch live life get advice gwenyth
7526,3,1,2,0,1,@wright_ontarget &#128514; you look like a bitch nigga to me,look like bitch nigga
7527,3,0,3,0,1,"@wtf_swagggbro text me, my phone being a cunt whore.",text phone cunt whore
7528,3,2,1,0,0,@wutkarina Alright fag,alright fag
7529,3,0,3,0,1,@xDSmooth 11k now shut up hoe,shut hoe
7531,3,0,3,0,1,@xDSmooth I bet I fuck yo bitch tho,bet fuck yo bitch tho
7532,3,0,3,0,1,@xDSmooth I'm not goin oml I'm finna drop this bitch,goin oml finna drop bitch
7533,3,0,3,0,1,@xDSmooth bitch give me my lighter or get shot,bitch give light get shoot
7534,6,0,6,0,1,@xDSmooth eat pickles hoe,eat pickle hoe
7535,6,0,6,0,1,@xDSmooth follow back bitch,follow back bitch
7536,3,0,3,0,1,@xDSmooth follow me back hoe,follow back hoe
7537,3,0,3,0,1,@xDSmooth hell naw bitch no help!,hell naw bitch help
7538,6,0,6,0,1,@xDSmooth these bitch been sayin they was leaving since 3,bitch sayin leave since
7539,3,0,3,0,1,"@xDavilunAx ew pussy buy a fucking xbone , u got dat Puppy muny",ew pussy buy fucking xbone u get dat puppy muny
7540,3,0,3,0,1,@xHollywoodCourt bitch I asked you a question,bitch ask question
7541,3,0,3,0,1,@xJaai they act like they earned the subs curse has haha bitch you wasn't in #Disfigure,act like earn sub curse haha bitch disfigure
7542,3,2,1,0,0,@xLoiterSquadx i made you lunch you fat faggot &#128128;,make lunch fat faggot
7543,6,0,6,0,1,@xNikiaaa_ &#128557;&#128514; boa I'm trying see if that bitch was going or not . Me &amp; Vick stay agru about he don't get hoes&#128514;,boa try see bitch go vick stay agru get
7544,3,1,2,0,1,@xTee_kay_ohx @PennyTheGOAT it makes you a nigger fucking a goat.,make nigger fucking goat
7545,3,3,0,0,0,@xZimpx @Prophzilla This is Twitter. Not only are you a fag but you're also retarded.,twitter fag also retarded
7546,3,0,3,0,1,@x_kasiaaa lmao bitch know we stand there EVERYDAY &#128514;&#128530;,lmao bitch know stand everyday
7547,3,0,3,0,1,@xblackoutbarbie bitch don't retweet my question. Psh!! Nasty ass ho.,bitch retweet question psh nasty ass ho
7548,3,0,2,1,1,"@xcorey21 is that I'm ""a twat"" or ""I'm Twat"", like formally?",twat twat like formally
7549,3,0,2,1,1,@xcorey21 uh you're trash. &#128536;,uh trash
7550,3,0,0,3,2,@xiibyte just watched your video good stuff thought I'd let you in on the new boss boon says old character but will be surprise. It's Argus,watch video good stuff think let new boss boon say old character surprise argus
7551,3,0,3,0,1,@xloyalTOme - bitch I'm up for sale every weekend &#128553;&#128557;,bitch sale every weekend
7552,3,0,2,1,1,@xoodimpless omg her nips &#128567;,omg nip
7553,3,0,3,0,1,@xoxo_natty I was taking a picture and that bitch scared me lmao,take picture bitch scare lmao
7554,3,0,3,0,1,@xoxox_jordan bitch shut up men are talking an @justinmiculka01 @ShaneQuintero,bitch shut man talk
7555,3,0,3,0,1,@xsimoneeeeeeeee unpredictable is an excuse for retarded,unpredictable excuse retarded
7556,3,0,2,1,1,@xsotoxevelynx haha yuhhh did I hit that hoe or what,haha yuhhh hit hoe
7557,3,0,0,3,2,@xtinel @Linda1MMAGC No not at all. It's a slippery slope. Just don't want to lose my right to self defense. 1st its background checks then?,slippery slope want lose right self defense background check
7558,3,0,0,3,2,@xtruthseekerx_ blaxican,blaxican
7559,3,0,3,0,1,@yaboisergio @janessaangelina me n glo boy will get young chop in that bitch too,n glo boy get young chop bitch
7560,3,0,3,0,1,@yaboysloth you pissing in my trash can again?,piss trash
7561,3,0,3,0,1,@yajairab2 im not a nigglet &#128532;,nigglet
7562,3,2,0,1,0,"@yawlknow @HoskinsTy96 ""all of these rednecks and none of them can keep the fire lit"" &#128514;&#128514;",redneck none keep fire light
7563,3,0,3,0,1,@yeXystuSm8 @HeilSidious Because either way that makes you a bitch.,either way make bitch
7564,3,0,3,0,1,@yeaThtsMyBitch trash,trash
7565,3,0,3,0,1,@yelafox @_saharbabyy because hoes disguise themselves as real women,hoe disguise real woman
7566,3,0,3,0,1,@yendys45 LMFAO thats dead them hoes gotta pay,lmfao dead hoe get to pay
7567,6,0,0,6,2,@yfly23 mock draft?,mock draft
7568,3,0,3,0,1,@yoIorosa -the base) and would mean it would hurt like a bitch to have one broken off.,base would mean would hurt like bitch one break
7569,3,0,3,0,1,@yoKBFILTHY shit is trash,shit trash
7570,3,0,3,0,1,@yoPapi_chulo @0beytheLAU @Huntermoore that bitch needs a tittielift,bitch need tittielift
7571,6,0,6,0,1,"@yo_brandiiii @PennyTheGOAT 
plot twist: you have no penis.
Penny would make that bitch like a balloon. 
Balloons and bitches can all float",plot twist penis penny would make bitch like balloon balloon bitch float
7572,3,0,3,0,1,@yobritttany I didn't know that was a fad sounds fucking retarded haha,know fad sound fuck retarded haha
7573,3,0,1,2,2,@yobritttany wagon burner! Jk jk you did look pretty Latino here,wagon burner jk jk look pretty latino
7574,3,0,3,0,1,@yooocaly *mormon hoes ;),mormon hoe
7575,3,1,2,0,1,"@yooocaly but but but you said vibe. Which means I have to say bitch, don't kill my vibe.",say vibe mean say bitch kill vibe
7576,3,0,3,0,1,@yooocaly hahaha it makes sense hoe ;p,hahaha make sense hoe p
7577,3,0,2,1,1,@yooocaly lets hang fag,let hang fag
7578,3,0,1,2,2,@yooperslayer better off banning teabaggers and their anti American supporters,well ban teabagger anti american supporter
7579,3,0,2,1,1,@youknowmaxwell @CiscoAllDay name that hoe (I'm 6'1) on my license tho,name hoe license tho
7580,3,0,3,0,1,@youknowmaxwell no clue but these bad hoes ain't really bad,clue bad hoe be really bad
7581,3,0,3,0,1,@youknowmaxwell these hoes don't want no help but they want all the help,hoe want help want help
7582,3,2,1,0,0,@young_moniee what's this chinks email? I'm moving to China and slicing his throat,chink email move china slice throat
7583,3,0,3,0,1,@youngblackbitch raspy ass voice annoying bitch???,raspy ass voice annoying bitch
7584,3,1,2,0,1,@youngchug nah Bama fans ain't finna have a nigger running the offense.,nah bama fan be finna nigger run offense
7585,6,1,0,5,2,@youngscooter ghetto gold needa be the first music vid!,ghetto gold needa first music vid
7586,3,0,3,0,1,@youngsharpblack nigger mad,nigger mad
7587,3,0,3,0,1,@yourstruelysam_ @IH8UHOES @Nekko_hbk bruh why it look like a niggah dick slapped the baby &#128514;,bruh look like niggah dick slap baby
7588,3,0,0,3,2,@yungdipIo @Iemonaids like I really want a rafter monkey,like really want rafter monkey
7589,3,1,2,0,1,@yurista4life @PaulMoon8 are you for real right now!! @justinmiculka01 this kid haha where you at pussy,real right kid haha pussy
7590,3,0,3,0,1,"@z0mbiedance I know, bitches. Let's do something this weekend. Let's bake!",know bitch let something weekend let bake
7591,3,0,2,1,1,@z0mbiedance It's not till later hoe! Unless your having a sleepover...#Awk,till later hoe unless sleepover
7592,3,0,3,0,1,@z0mbiedance message me hoe! I need to plan stuff.,message hoe need plan stuff
7593,3,0,3,0,1,@zFearless shut up bitch it looks smooth like a booty,shut bitch look smooth like booty
7594,3,1,2,0,1,"@zT_Supreme @uncr4fted @yoPapi_chulo it doesnt matter if it was a joke, the fact still remains that hes a faggot for pretending to be a girl",not matter joke fact still remain faggot pretend girl
7595,3,0,3,0,1,"@zach_smith98 @NathannDevlin bitch I didn't even know you, I was only fucking with real niggas and damn sure wasn't one of them",bitch even know fucking real niggas damn sure one
7596,3,0,3,0,1,@zach_smith98 @kieffer_jason @NathannDevlin bitch fight me so I can make you shut up am going to back my shit up,bitch fight make shut go back shit
7598,3,0,3,0,1,@zach_smith98 @kieffer_jason bitch stfu and get off my page,bitch stfu get page
7599,3,0,3,0,1,"@zachreini does ""smdh"" stand for ""suck my dick, hoe""?",smdh stand suck dick hoe
7600,3,0,3,0,1,@zachsafteryou @FreedomFrayed Little sissy bitch,little sissy bitch
7601,3,2,0,1,0,@zeitgeistbabe I hear Bill likes trailer trash like you. @LincRomero7 @JTStover @TheObamaDiary @RebHug @Loriisright,hear bill like trailer trash like
7602,3,0,2,1,1,@zenterrorist86 @seahopke &amp; profeten voor 'm?Niemand weet exacte leeftijden maar v Aicha opeens wel.Again zelfs mn ma weet niet hoe oud z is,profeten voor weet exacte leeftijden maar v aicha opeen zelfs mn weet niet hoe oud z
7603,3,0,2,1,1,@zfunk007 I like how his tattoo on his head forms a mullet. White trash people can be so entertaining sometimes,like tattoo head form mullet white trash people entertaining sometimes
7604,3,0,0,3,2,@zhandlen I love WHITE NOISE and love Delillo. I&#8217;ve resisted reading HOUSE OF LEAVES for years. It mocks me on my shelf.,love white noise love delillo resist reading house leave year mock shelf
7605,3,0,3,0,1,@zimm16 pussy!!!!!,pussy
7606,3,0,2,1,1,@zlarge20 bro once I'm there next year I'll make you look like straight trash so enjoy it the little time you have left,bro next year make look like straight trash enjoy little time leave
7607,3,0,3,0,1,@zlyouell @SpongeBobVlnes dyke ron&#128109;&#128111;&#128514;,dyke
7608,3,1,2,0,1,@zooyorkinit you're frumpy bitch,frumpy bitch
7609,3,0,3,0,1,@zramsin @BetoDavidThomas go fuck your self pussy &#128536;,go fuck self pussy
7610,3,0,0,3,2,@zt0mm lucky monkey,lucky monkey
7611,3,0,3,0,1,@zzzentropy @guynamedjordan bitch boys,bitch boy
7612,3,0,3,0,1,A .4? Jesus take me now RT @_RichHomieJuan_: @ayylmaoanod bitch you go for a .4 and mc Donald's. Fuck out the spot,jesus take bitch go mc donald fuck spot
7613,3,0,3,0,1,A 50 dollar card make a young nicca go hard .. Throw in a cell phone i can get you left on the yard!,dollar card make young nicca go hard throw cell phone get leave yard
7614,3,0,0,3,2,A GWB appointee. There goes the ACTIVIST JUDGES slant. Oh wait? It's already been exposed as completely farcical. A GWB appointee.,gwb appointee go activist judge slant oh wait already expose completely farcical gwb appointee
7615,3,0,0,3,2,A MESSAGE FOR ALL OF HUMANITY ~ Charlie Chaplin @mobengalfan @DISL_Automatic @mikehoho http://t.co/itDIRcNt7y,message humanity charlie chaplin
7616,3,1,2,0,1,A Nigguh spitting dat crack to your bitch,nigguh spit dat crack bitch
7617,3,0,0,3,2,A Yankee win makes any day better.,yankee win make day well
7618,3,0,3,0,1,A bad bitch who knows her cars&gt;&gt;&gt;,bad bitch know car
7619,3,0,3,0,1,A basic bitch will piss me off every single time.,basic bitch piss every single time
7620,3,0,3,0,1,A bf and gf&#128107; are suppose to laugh&#128514; at these hoes&#128111; together&#128145;. A guy should never have these hoes&#128111; laughing&#128514; at his girl&#128134;,bf suppose guy never
7621,3,1,2,0,1,"A big ass wasp was flying round on my bus, my dike bus driver stops the bus, grabs that bitch by the wings, and throws it out the window &#128591;",big ass wasp fly round bus dike bus driver stop bus grab bitch wing throw window
7622,3,0,0,3,2,A bird just flew into my window?????? I hope he's okay &#128563;,bird fly window hope okay
7623,3,0,2,1,1,A bird just smacked right into my car window. My parked car window &#128528; scared the fuck outta me,bird smack right car window park car window scare fuck outta
7624,3,0,3,0,1,A bitch can't resist a nugga with a fresh cut shit I can hardly resist myself when j get one &#128514;,bitch can resist nugga fresh cut shit hardly resist j get one
7625,3,0,3,0,1,A bitch could never come out of her mouth and speak on shit that she has no idea what she's talking about.,bitch could never come mouth speak shit idea talk
7626,9,2,7,0,1,A bitch like you need to get fucked right every night,bitch like need get fuck right every night
7627,3,0,3,0,1,A bitch wanna get slick &#128514;&#128079;&#9995;&#128133;,bitch wanna get slick
7628,3,0,3,0,1,A bitch who can't keep a man RT @SoloDahSystem: Which one of you air headed bitches made this? http://t.co/aEMkmikoyf,bitch can keep man one air head bitch make
7629,3,0,3,0,1,A bitch who can't ride dick is useless,bitch can ride dick useless
7630,3,0,3,0,1,"A bitch will be quick to get mad if they have to write and essay, but go post 1,000 tweets with ease.",bitch quick get mad write essay go post tweet ease
7631,3,0,3,0,1,"A boyfriend who tells hoes and sluts, ""I have a girlfriend"", is a real ass dude.",boyfriend tell hoe slut girlfriend real ass dude
7632,6,0,6,0,1,"A dick has a sad life: His hair is a mess, his family is nuts, his neighbor's an asshole, his bestfriend's a pussy, &amp; his owner beats him.&#128514;&#128514;",dick sad life hair mess family nuts neighbor asshole bestfriend pussy owner beat
7633,3,0,3,0,1,A down bitch for a real nigga,bitch real nigga
7634,3,0,3,0,1,A dude with money can only impress a broke bitch.,dude money impress broke bitch
7635,3,0,3,0,1,A dyke who wears strap ons can't brag to me that she beats the pussy better than me because her dildo can't cum and make her stop.,dyke wear strap on can brag beat pussy well dildo can cum make stop
7636,3,0,3,0,1,A fat bitch &gt; RT @WayneL_Jr: A strong black woman &gt; RT @Ivan_splash: Kim&gt;Kourtney&gt;Kendall&gt;Khloe&gt; Kylie,fat bitch strong black woman kimkourtneykendallkhloe kylie
7637,3,0,3,0,1,A fuck ain't shit to these new age hoes,fuck be shit new age hoe
7638,3,0,1,2,2,A ghetto girl's best bet is to find work at a call center and try to climb that corporate latter.,ghetto girl good bet find work call center try climb corporate latter
7639,3,0,3,0,1,A girl knows when a niggah just trynna fuck .,girl know niggah trynna fuck
7640,3,0,3,0,1,A girl who getting it in school and work.... I applaud you! Y'all the real bitches! Y'all doing what you do and doing it well!,girl get school work applaud real bitch well
7641,3,0,3,0,1,"A girlfriend is almost a bill lowkey. So at this point in my life where I should be gettin outta my moms crib, I'll rather just have hoes.",girlfriend almost bill lowkey point life gettin outta mom crib rather hoe
7642,3,0,3,0,1,A girlfriend would be cool but pussy is all they got nowadays *,girlfriend would cool pussy get nowadays
7643,3,3,0,0,0,"A guy claiming to be Republican called C-Span news and said ""Republicans hate that nigger Obama"" https://t.co/XZe0u7guZM",guy claim republican call c span news say republican hate nigger obama
7644,3,0,2,1,1,"A guy on True Blood is getting his penis inspected and the doctor told him it look like an eggplant

&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;",guy true blood get penis inspect doctor tell look like eggplant
7645,6,0,6,0,1,"A hoe gon be a hoe, that ain't a hunnid.",hoe gon hoe be hunnid
7646,9,0,9,0,1,A hoe gone be a hoe they ain't &#128175;,hoe go hoe be
7647,3,0,3,0,1,A hoe gonna be a hoe regardless,hoe go to hoe regardless
7648,3,0,3,0,1,"A hoe nigga will not be tolerated,",hoe nigga tolerate
7649,3,0,0,3,2,"A homeless dog living in a trash pile gets rescued, and then does something amazing! Please share. http://t.co/SzpStdxmn6 via @youtube",homeless dog live trash pile get rescue something amazing please share via
7650,3,0,3,0,1,A hunned hunneds nicca #LetsGetIt,hunne hunned nicca letsgetit
7651,3,0,3,0,1,"A knock on the door. ""Who could it be at this hour?!"" I shuffle down the hall. ""Who is it?"" I ask. It's a bad bitch and a burrito. The end.",knock door could hour shuffle hall ask bad bitch burrito end
7652,3,1,2,0,1,A lady approached me asking me if I was religious and when I said no she scolded me on how I'm going to hell. See you there crazy bitch &#128520;,lady approach ask religious say scold go hell see crazy bitch
7653,3,0,0,3,2,"A light, tender yellow butter cake with a classic boiled icing, traditionally made from burnt sugar http://t.co/XPQKTlTNkH",light tender yellow butter cake classic boil icing traditionally make burn sugar
7654,3,0,3,0,1,A lot of I fucked up call me back this bitch is tripping .. Lol,lot fuck call back bitch trip lol
7655,3,0,3,0,1,A lot of bitches eat ass nowadays &#128567;,lot bitch eat ass nowadays
7656,3,1,2,0,1,A lot of cool bitches that a nigga went to school with was major hoes ... And they man don't know,lot cool bitch nigga go school major hoe man know
7657,3,0,3,0,1,A lot of dumb bitches out here....,lot dumb bitch
7658,3,1,2,0,1,A lot of you niggas turned these bitches into sketch ass bitches,lot niggas turn bitch sketch ass bitch
7659,3,0,3,0,1,A lotta niccas all talk I jus let em do it,lotta nicca talk ju let em
7660,3,0,3,0,1,A lotta u niccas ain't who u say u is!,lotta u niccas be u say u
7661,3,0,3,0,1,A man will cheat on his woman.. Fuck 20 different bitches in 1 year.,man cheat woman fuck different bitch year
7662,3,1,2,0,1,A miserable bitch is on the docket today. Lois 'Misery' Lerner better get grilled. The ordered harassment was undeniable. #breakherdown #war,miserable bitch docket today lois misery lerner well get grill order harassment undeniable breakherdown war
7663,3,0,0,3,2,A new way to look for aliens: find their trash &#8594; http://t.co/n9CTH1jrda,new way look alien find trash
7664,3,0,3,0,1,A nicca ain't do shit all day,nicca be shit day
7665,3,0,3,0,1,A nicca ain't perfect but my heart is pure,nicca be perfect heart pure
7666,3,0,3,0,1,A nicca got some crazy head last night &#128513;&#128513;&#128588;&#128588;&#128588;&#128515;&#128522;&#128540;&#128541;,nicca get crazy head last night
7667,3,1,2,0,1,A nicca is hungry ... AS FUCK!!,nicca hungry fuck
7668,3,0,3,0,1,A nicca is hungry as fuk!!,nicca hungry fuk
7669,3,0,2,1,1,A nicca is hungry as hell,nicca hungry hell
7670,3,0,2,1,1,A nicca need a maid #Str8Up,nicca need maid
7671,3,2,1,0,0,A nicca say he ballin ask em where his title n his deeds at not wher his clothes n his keys at,nicca say ballin ask em title n deed wher clothe n key
7672,3,0,2,1,1,A nicca still tired from last night ... Wtf!!,nicca still tired last night wtf
7674,3,1,2,0,1,"A nigga could tell you he aint fucking with her but really do be , that's why you gotta ask . Most of the time a bitch won't lie about that",nigga could tell be not fucking really get to ask time bitch will lie
7675,3,1,2,0,1,A nigga will say the worst about a bitch and she'll still feel validated as long as he would fuck her.,nigga say bad bitch still feel validate long would fuck
7676,3,0,1,2,2,A pharaohs nd his angry bird http://t.co/jMC2eR32Ka,pharaohs nd angry bird
7677,3,1,0,2,2,A random am scroll lands me here...RT @HarryRelloFonte Charlie horses durin sex just simply means you didn't drink enough water that day,random scroll land charlie horse durin sex simply mean drink enough water day
7678,6,1,5,0,1,"A real gangster ass nigga know the play, the real gangster ass niggas gets the flyest of the bitches, ask that gangster ass nigga little J",real gangster ass nigga know play real gangster ass niggas get flyest bitch ask gangster ass nigga little j
7679,3,1,2,0,1,A real nigga ain't complete without a real bitch,real nigga be complete without real bitch
7680,3,0,0,3,2,A shockingly true tale from the Oreo that almost got devoured. http://t.co/WYIS0LVdsi,shockingly true tale oreo almost get devour
7681,3,0,1,2,2,A squad of dyke cholas fear nobody. They worse than the cartel,squad dyke cholas fear nobody worse cartel
7682,3,0,3,0,1,A tall tee n sum slouch shoes on I could've fucc yo bitch,tall tee n sum slouch shoe could fucc yo bitch
7683,3,0,0,3,2,A teen was running around Target in monkey pjs screaming OO OO AH AH &amp; the fitting room girls were cackling. Was today designed to annoy me?,teen run around target monkey pjs scream oo oo ah ah fitting room girl cackle today design annoy
7684,3,0,3,0,1,A week till im out this bitch.. Thank GOD,week till bitch thank god
7685,3,0,1,2,2,"A white lighter is bad luck, not yellow ur stupid",white light bad luck yellow ur stupid
7686,3,0,3,0,1,"A wise man once said ""Damn I hate a bitch that like to argue nd shit""",wise man say damn hate bitch like argue nd shit
7687,3,0,0,3,2,A yellow jacket landed on my mouth and stung me while I was cutting grass..safe to say he won &#128029; http://t.co/caYUcS8O01,yellow jacket land mouth sting cut grass safe say
7688,3,0,1,2,2,A-Rod said the number #13 he wears on his uniform is for opposing teams to fear him but the fact is A-Rod is a damn cancer to the #Yankees,rod say number wear uniform oppose team fear fact rod damn cancer yankee
7689,3,0,3,0,1,A1 bricks in this bitch we in Gucci house,brick bitch gucci house
7690,3,0,3,0,1,AHHH karmas a bitch,ahhh karmas bitch
7692,9,1,8,0,1,"ALL HE NEEDS IS A SKIRT!!!
Sure looks like a bitch to me.
 http://t.co/89HH52pCUe&#8221;",need skirt sure look like bitch
7693,6,1,5,0,1,"AMERICAN GOVERNMENT PREACHES ""NO BULLYING""
Creating a new generation of pussies! http://t.co/fbGuCK7Wc1&#8221;",american government preach bullying create new generation pussy
7694,6,2,1,3,2,"AND #NorthKorea called #Barack a monkey. LOL! 
RT! 
*If the shoe fits! 'Cause it sure looks like he married one! 
http://t.co/F0pGDalfaA&#8221;",northkorea call barack monkey lol shoe fit sure look like marry one
7695,3,1,2,0,1,ATTENTION! Leggings ain't for everybody. Especially you hippo looking hoes!,attention legging be everybody especially hippo look hoe
7696,3,0,1,2,2,"ATTN : All Brown University students, the stop and frisk protesters will be systematically dispersed into random U.S. ghettos. Good luck.",attn brown university student stop frisk protester systematically disperse random ghetto good luck
7697,3,0,3,0,1,"Abby doesnt understand how beautiful she is, bitch you is straight up trippin. You know guys be droolin boutchu. Dont play. Lmao",abby not understand beautiful bitch straight trippin know guy droolin boutchu not play lmao
7698,3,0,3,0,1,Abed and I are gonna retire in Florida and get all the bad bitches in the nursing home.,abe go to retire florida get bad bitch nursing home
7699,3,0,3,0,1,Abed looks like he has to take a shit #bro #pic #brolic #boyswhotakepicsinsuits #tie #swag #hoes #on #us http://t.co/oRLZfqgIyV,abed look like take shit bro pic brolic boyswhotakepicsinsuit tie swag hoe we
7700,3,1,2,0,1,About all u can expect from a nicca that can barely talk! Lmao RT @SpaceJam_Teeg: @VonshayeB dude can't spell worth shit yo lol,u expect nicca barely talk lmao dude can spell worth shit yo lol
7701,3,1,2,0,1,About to be 23. Officially an old ass bitch,officially old ass bitch
7702,3,0,3,0,1,About to go watch dis bitch birth the devil #kinky @APTheCreated,go watch dis bitch birth devil kinky
7703,3,0,2,1,1,About to smack some peckerwoods in a Judge pit,smack peckerwood judge pit
7704,3,0,0,3,2,Absolutely absurd that they even had to think about that call. #joke #zebras,absolutely absurd even think call joke zebra
7705,3,2,1,0,0,"Accept your flaws and imperfections because that's what makes you, YOU! See I'm a fuck, small dick faggot with parents who don't love me.",accept flaw imperfection make see fuck small dick faggot parent love
7706,3,0,0,3,2,"According to my brothers iPod, its December 1969. If so, I predict that Mickey Mantle of the NY Yankees will announce his retirement March 1",accord brother ipod december predict mickey mantle ny yankees announce retirement march
7707,3,0,0,3,2,Acid yellow http://t.co/hkpOM1iM,acid yellow
7708,3,0,3,0,1,Act like I'm Casper get ghost with a bitch,act like casper get ghost bitch
